Source Label,Label,Adjusted Time,Target Label,Number of Records
Jane Tyler,purchases,06-01-2017 00:27,Gail Feindt,1
Jane Tyler,purchases,06-01-2017 05:14,Gail Feindt,1
Jane Tyler,purchases,06-01-2017 11:21,Gail Feindt,1
Jane Tyler,purchases,06-01-2017 17:16,Gail Feindt,1
Jane Tyler,purchases,06-01-2017 19:37,Gail Feindt,1
Jane Tyler,purchases,06-01-2017 20:23,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 01:56,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 10:54,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 19:25,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 20:20,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 23:00,Gail Feindt,1
Jane Tyler,purchases,06-02-2017 23:45,Gail Feindt,1
Jane Tyler,purchases,06-03-2017 06:06,Gail Feindt,1
Jane Tyler,purchases,06-04-2017 18:23,Gail Feindt,1
Jane Tyler,purchases,06-05-2017 20:58,Gail Feindt,1
Jane Tyler,purchases,06-05-2017 22:55,Gail Feindt,1
Jane Tyler,purchases,06-06-2017 03:04,Gail Feindt,1
Jane Tyler,purchases,06-06-2017 04:11,Gail Feindt,1
Jane Tyler,purchases,06-06-2017 11:32,Gail Feindt,1
Jane Tyler,purchases,06-06-2017 20:29,Gail Feindt,1
Jane Tyler,purchases,06-07-2017 19:57,Gail Feindt,1
Jane Tyler,purchases,06-08-2017 07:08,Gail Feindt,1
Jane Tyler,purchases,06-08-2017 13:08,Gail Feindt,1
Jane Tyler,purchases,06-08-2017 15:04,Gail Feindt,1
Jane Tyler,purchases,06-09-2017 01:47,Gail Feindt,1
Jane Tyler,purchases,06-09-2017 04:01,Gail Feindt,1
Jane Tyler,purchases,06-09-2017 05:27,Gail Feindt,1
Jane Tyler,purchases,06-09-2017 15:25,Gail Feindt,1
Jane Tyler,purchases,06-09-2017 22:15,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 00:18,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 08:12,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 11:01,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 15:11,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 17:06,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 18:30,Gail Feindt,1
Jane Tyler,purchases,06-10-2017 18:40,Gail Feindt,1
Jane Tyler,purchases,06-11-2017 07:39,Gail Feindt,1
Jane Tyler,purchases,06-11-2017 10:39,Gail Feindt,1
Jane Tyler,purchases,06-12-2017 00:52,Gail Feindt,1
Jane Tyler,purchases,06-12-2017 10:05,Gail Feindt,1
Jane Tyler,purchases,06-12-2017 11:03,Gail Feindt,1
Jane Tyler,purchases,06-12-2017 14:01,Gail Feindt,1
Jane Tyler,purchases,6/13/2017 7:01:59 AM,Gail Feindt,1
Jane Tyler,purchases,6/13/2017 8:08:22 AM,Gail Feindt,1
Jane Tyler,purchases,6/14/2017 2:46:38 AM,Gail Feindt,1
Jane Tyler,purchases,6/14/2017 6:50:09 AM,Gail Feindt,1
Jane Tyler,purchases,6/14/2017 4:37:15 PM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 7:02:12 AM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 7:13:32 AM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 5:49:30 PM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 6:08:23 PM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 9:45:33 PM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 10:08:45 PM,Gail Feindt,1
Jane Tyler,purchases,6/15/2017 11:24:17 PM,Gail Feindt,1
Jane Tyler,purchases,6/16/2017 11:29:49 PM,Gail Feindt,1
Jane Tyler,purchases,6/17/2017 12:05:38 AM,Gail Feindt,1
Jane Tyler,purchases,6/17/2017 9:35:53 AM,Gail Feindt,1
Jane Tyler,purchases,6/17/2017 6:08:23 PM,Gail Feindt,1
Jane Tyler,purchases,6/17/2017 8:17:02 PM,Gail Feindt,1
Jane Tyler,purchases,6/17/2017 10:45:41 PM,Gail Feindt,1
Jane Tyler,purchases,6/18/2017 2:28:33 AM,Gail Feindt,1
Jane Tyler,purchases,6/18/2017 9:00:30 PM,Gail Feindt,1
Jane Tyler,purchases,6/19/2017 12:24:37 AM,Gail Feindt,1
Jane Tyler,purchases,6/19/2017 7:28:40 AM,Gail Feindt,1
Jane Tyler,purchases,6/19/2017 9:54:42 AM,Gail Feindt,1
Jane Tyler,purchases,6/20/2017 8:16:53 AM,Gail Feindt,1
Jane Tyler,purchases,6/20/2017 1:22:44 PM,Gail Feindt,1
Jane Tyler,purchases,6/20/2017 7:20:16 PM,Gail Feindt,1
Jane Tyler,purchases,6/21/2017 5:01:49 AM,Gail Feindt,1
Jane Tyler,purchases,6/21/2017 3:21:15 PM,Gail Feindt,1
Jane Tyler,purchases,6/21/2017 6:53:25 PM,Gail Feindt,1
Jane Tyler,purchases,6/22/2017 2:19:12 PM,Gail Feindt,1
Jane Tyler,purchases,6/22/2017 7:14:46 PM,Gail Feindt,1
Jane Tyler,purchases,6/23/2017 12:12:43 AM,Gail Feindt,1
Jane Tyler,purchases,6/23/2017 10:32:00 PM,Gail Feindt,1
Jane Tyler,purchases,6/24/2017 4:50:18 AM,Gail Feindt,1
Jane Tyler,purchases,6/24/2017 4:49:02 PM,Gail Feindt,1
Jane Tyler,purchases,6/24/2017 8:19:42 PM,Gail Feindt,1
Jane Tyler,purchases,6/25/2017 5:28:41 AM,Gail Feindt,1
Jane Tyler,purchases,6/25/2017 11:56:49 AM,Gail Feindt,1
Jane Tyler,purchases,6/25/2017 4:13:55 PM,Gail Feindt,1
Jane Tyler,purchases,6/26/2017 10:08:47 AM,Gail Feindt,1
Jane Tyler,purchases,6/26/2017 11:07:09 AM,Gail Feindt,1
Jane Tyler,purchases,6/27/2017 12:16:16 AM,Gail Feindt,1
Jane Tyler,purchases,6/27/2017 10:14:30 AM,Gail Feindt,1
Jane Tyler,purchases,6/27/2017 12:47:04 PM,Gail Feindt,1
Jane Tyler,purchases,6/27/2017 1:18:21 PM,Gail Feindt,1
Jane Tyler,purchases,6/27/2017 6:34:40 PM,Gail Feindt,1
Jane Tyler,purchases,6/28/2017 12:32:12 AM,Gail Feindt,1
Jane Tyler,purchases,6/28/2017 9:56:58 AM,Gail Feindt,1
Jane Tyler,purchases,6/28/2017 7:41:18 PM,Gail Feindt,1
Jane Tyler,purchases,6/29/2017 5:58:08 AM,Gail Feindt,1
Jane Tyler,purchases,6/29/2017 7:59:45 PM,Gail Feindt,1
Jane Tyler,purchases,6/30/2017 1:24:08 AM,Gail Feindt,1
Jane Tyler,purchases,6/30/2017 4:22:22 AM,Gail Feindt,1
Jane Tyler,purchases,6/30/2017 6:07:29 AM,Gail Feindt,1
Jane Tyler,purchases,6/30/2017 7:39:10 AM,Gail Feindt,1
Jane Tyler,purchases,6/30/2017 3:23:50 PM,Gail Feindt,1
Jane Tyler,purchases,07-01-2017 11:14,Gail Feindt,1
Jane Tyler,purchases,07-01-2017 12:40,Gail Feindt,1
Jane Tyler,purchases,07-01-2017 13:34,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 02:31,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 13:30,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 16:09,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 16:24,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 21:53,Gail Feindt,1
Jane Tyler,purchases,07-02-2017 22:13,Gail Feindt,1
Jane Tyler,purchases,07-03-2017 00:06,Gail Feindt,1
Jane Tyler,purchases,07-03-2017 02:53,Gail Feindt,1
Jane Tyler,purchases,07-03-2017 11:52,Gail Feindt,1
Jane Tyler,purchases,07-03-2017 19:35,Gail Feindt,1
Jane Tyler,purchases,07-04-2017 03:52,Gail Feindt,1
Jane Tyler,purchases,07-04-2017 18:09,Gail Feindt,1
Jane Tyler,purchases,07-04-2017 22:37,Gail Feindt,1
Jane Tyler,purchases,07-05-2017 16:00,Gail Feindt,1
Jane Tyler,purchases,07-05-2017 16:47,Gail Feindt,1
Jane Tyler,purchases,07-06-2017 01:03,Gail Feindt,1
Jane Tyler,purchases,07-06-2017 08:53,Gail Feindt,1
Jane Tyler,purchases,07-06-2017 16:32,Gail Feindt,1
Jane Tyler,purchases,07-06-2017 18:34,Gail Feindt,1
Jane Tyler,purchases,07-06-2017 18:38,Gail Feindt,1
Jane Tyler,purchases,07-07-2017 05:38,Gail Feindt,1
Jane Tyler,purchases,07-07-2017 08:20,Gail Feindt,1
Jane Tyler,purchases,07-07-2017 17:08,Gail Feindt,1
Jane Tyler,purchases,07-08-2017 01:27,Gail Feindt,1
Jane Tyler,purchases,07-08-2017 06:36,Gail Feindt,1
Jane Tyler,purchases,07-08-2017 20:09,Gail Feindt,1
Jane Tyler,purchases,07-09-2017 00:18,Gail Feindt,1
Jane Tyler,purchases,07-09-2017 04:10,Gail Feindt,1
Jane Tyler,purchases,07-09-2017 22:37,Gail Feindt,1
Jane Tyler,purchases,07-09-2017 23:46,Gail Feindt,1
Jane Tyler,purchases,07-09-2017 23:47,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 04:50,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 05:21,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 13:50,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 15:31,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 18:10,Gail Feindt,1
Jane Tyler,purchases,07-10-2017 23:54,Gail Feindt,1
Jane Tyler,purchases,07-11-2017 04:19,Gail Feindt,1
Jane Tyler,purchases,07-11-2017 06:02,Gail Feindt,1
Jane Tyler,purchases,07-11-2017 07:39,Gail Feindt,1
Jane Tyler,purchases,07-11-2017 16:10,Gail Feindt,1
Jane Tyler,purchases,07-12-2017 02:05,Gail Feindt,1
Jane Tyler,purchases,07-12-2017 06:18,Gail Feindt,1
Jane Tyler,purchases,07-12-2017 19:12,Gail Feindt,1
Jane Tyler,purchases,7/13/2017 3:04:02 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2017 5:39:36 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2017 8:37:46 AM,Gail Feindt,1
Jane Tyler,purchases,7/13/2017 9:34:23 PM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 3:01:59 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 4:55:01 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 7:36:56 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 11:03:50 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 11:05:22 AM,Gail Feindt,1
Jane Tyler,purchases,7/14/2017 5:00:41 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2017 1:08:16 AM,Gail Feindt,1
Jane Tyler,purchases,7/15/2017 10:07:28 AM,Gail Feindt,1
Jane Tyler,purchases,7/15/2017 2:00:02 PM,Gail Feindt,1
Jane Tyler,purchases,7/15/2017 11:26:55 PM,Gail Feindt,1
Jane Tyler,purchases,7/16/2017 3:10:29 PM,Gail Feindt,1
Jane Tyler,purchases,7/16/2017 7:56:59 PM,Gail Feindt,1
Jane Tyler,purchases,7/16/2017 8:20:28 PM,Gail Feindt,1
Jane Tyler,purchases,7/17/2017 1:31:56 AM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 2:17:58 AM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 8:25:44 AM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 5:01:33 PM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 6:47:30 PM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 7:38:07 PM,Gail Feindt,1
Jane Tyler,purchases,7/18/2017 10:41:28 PM,Gail Feindt,1
Jane Tyler,purchases,7/19/2017 12:21:25 AM,Gail Feindt,1
Jane Tyler,purchases,7/19/2017 12:28:23 AM,Gail Feindt,1
Jane Tyler,purchases,7/20/2017 4:35:39 AM,Gail Feindt,1
Jane Tyler,purchases,7/20/2017 6:05:47 AM,Gail Feindt,1
Jane Tyler,purchases,7/20/2017 12:04:00 PM,Gail Feindt,1
Jane Tyler,purchases,7/20/2017 4:55:02 PM,Gail Feindt,1
Jane Tyler,purchases,7/21/2017 1:43:27 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2017 2:24:43 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2017 4:57:36 AM,Gail Feindt,1
Jane Tyler,purchases,7/21/2017 9:58:33 PM,Gail Feindt,1
Jane Tyler,purchases,7/22/2017 12:15:57 AM,Gail Feindt,1
Jane Tyler,purchases,7/22/2017 6:26:11 AM,Gail Feindt,1
Jane Tyler,purchases,7/22/2017 6:41:00 AM,Gail Feindt,1
Jane Tyler,purchases,7/22/2017 10:35:08 PM,Gail Feindt,1
Jane Tyler,purchases,7/23/2017 6:36:44 AM,Gail Feindt,1
Jane Tyler,purchases,7/23/2017 6:50:59 AM,Gail Feindt,1
Jane Tyler,purchases,7/23/2017 12:21:41 PM,Gail Feindt,1
Jane Tyler,purchases,7/23/2017 4:22:20 PM,Gail Feindt,1
Jane Tyler,purchases,7/23/2017 9:03:29 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 12:51:23 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 5:13:32 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 6:07:16 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 9:14:09 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 11:46:34 AM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 4:24:42 PM,Gail Feindt,1
Jane Tyler,purchases,7/24/2017 5:06:30 PM,Gail Feindt,1
Jane Tyler,purchases,7/25/2017 4:41:49 AM,Gail Feindt,1
Jane Tyler,purchases,7/25/2017 5:41:20 AM,Gail Feindt,1
Jane Tyler,purchases,7/25/2017 1:39:19 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 12:53:37 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 4:48:15 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 6:27:57 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 8:20:22 AM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 12:00:26 PM,Gail Feindt,1
Jane Tyler,purchases,7/26/2017 2:34:23 PM,Gail Feindt,1
Jane Tyler,purchases,7/27/2017 9:38:29 PM,Gail Feindt,1
Jane Tyler,purchases,7/27/2017 10:22:53 PM,Gail Feindt,1
Jane Tyler,purchases,7/28/2017 7:44:26 AM,Gail Feindt,1
Jane Tyler,purchases,7/28/2017 4:19:55 PM,Gail Feindt,1
Jane Tyler,purchases,7/29/2017 6:13:07 AM,Gail Feindt,1
Jane Tyler,purchases,7/29/2017 11:26:19 PM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 1:43:04 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 4:12:01 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 5:01:42 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 6:59:46 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 7:49:55 AM,Gail Feindt,1
Jane Tyler,purchases,7/30/2017 2:34:59 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 4:54:34 AM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 6:20:39 AM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 10:28:54 AM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 4:57:18 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 8:53:14 PM,Gail Feindt,1
Jane Tyler,purchases,7/31/2017 8:59:04 PM,Gail Feindt,1
Jane Tyler,purchases,08-01-2017 00:13,Gail Feindt,1
Jane Tyler,purchases,08-01-2017 02:41,Gail Feindt,1
Jane Tyler,purchases,08-02-2017 06:56,Gail Feindt,1
Jane Tyler,purchases,08-02-2017 13:27,Gail Feindt,1
Jane Tyler,purchases,08-02-2017 15:01,Gail Feindt,1
Jane Tyler,purchases,08-02-2017 17:56,Gail Feindt,1
Jane Tyler,purchases,08-03-2017 07:55,Gail Feindt,1
Jane Tyler,purchases,08-03-2017 11:27,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 00:57,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 03:15,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 06:04,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 07:17,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 17:31,Gail Feindt,1
Jane Tyler,purchases,08-04-2017 19:05,Gail Feindt,1
Jane Tyler,purchases,08-05-2017 09:45,Gail Feindt,1
Jane Tyler,purchases,08-06-2017 22:57,Gail Feindt,1
Jane Tyler,purchases,08-07-2017 14:49,Gail Feindt,1
Jane Tyler,purchases,08-08-2017 07:37,Gail Feindt,1
Jane Tyler,purchases,08-08-2017 07:39,Gail Feindt,1
Jane Tyler,purchases,08-08-2017 10:53,Gail Feindt,1
Jane Tyler,purchases,08-08-2017 12:04,Gail Feindt,1
Jane Tyler,purchases,08-08-2017 12:21,Gail Feindt,1
Jane Tyler,purchases,08-09-2017 13:12,Gail Feindt,1
Jane Tyler,purchases,08-09-2017 20:30,Gail Feindt,1
Jane Tyler,purchases,08-10-2017 09:55,Gail Feindt,1
Jane Tyler,purchases,08-10-2017 13:51,Gail Feindt,1
Jane Tyler,purchases,08-10-2017 21:59,Gail Feindt,1
Jane Tyler,purchases,08-11-2017 13:25,Gail Feindt,1
Jane Tyler,purchases,08-11-2017 17:34,Gail Feindt,1
Jane Tyler,purchases,08-11-2017 19:59,Gail Feindt,1
Jane Tyler,purchases,8/13/2017 5:42:38 AM,Gail Feindt,1
Jane Tyler,purchases,8/13/2017 10:07:48 AM,Gail Feindt,1
Jane Tyler,purchases,8/13/2017 12:30:45 PM,Gail Feindt,1
Jane Tyler,purchases,8/13/2017 1:46:56 PM,Gail Feindt,1
Jane Tyler,purchases,8/14/2017 5:22:33 AM,Gail Feindt,1
Jane Tyler,purchases,8/14/2017 11:00:29 AM,Gail Feindt,1
Jane Tyler,purchases,8/15/2017 7:46:37 AM,Gail Feindt,1
Jane Tyler,purchases,8/15/2017 2:54:51 PM,Gail Feindt,1
Jane Tyler,purchases,8/15/2017 7:12:17 PM,Gail Feindt,1
Jane Tyler,purchases,8/16/2017 2:40:02 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2017 12:32:09 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2017 7:56:52 AM,Gail Feindt,1
Jane Tyler,purchases,8/17/2017 4:54:18 PM,Gail Feindt,1
Jane Tyler,purchases,8/18/2017 5:01:48 AM,Gail Feindt,1
Jane Tyler,purchases,8/18/2017 5:07:33 AM,Gail Feindt,1
Jane Tyler,purchases,8/18/2017 11:07:27 AM,Gail Feindt,1
Jane Tyler,purchases,8/18/2017 8:48:58 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 12:36:59 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 4:39:24 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 5:07:08 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 7:25:20 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 11:03:07 AM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 4:12:41 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 7:27:26 PM,Gail Feindt,1
Jane Tyler,purchases,8/19/2017 10:24:11 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 1:09:39 AM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 4:29:19 AM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 2:50:14 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 8:32:57 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 9:06:35 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 9:49:44 PM,Gail Feindt,1
Jane Tyler,purchases,8/20/2017 10:46:35 PM,Gail Feindt,1
Jane Tyler,purchases,8/21/2017 10:39:17 AM,Gail Feindt,1
Jane Tyler,purchases,8/21/2017 6:30:08 PM,Gail Feindt,1
Jane Tyler,purchases,8/22/2017 7:29:30 AM,Gail Feindt,1
Jane Tyler,purchases,8/22/2017 8:24:50 AM,Gail Feindt,1
Jane Tyler,purchases,8/22/2017 10:48:50 PM,Gail Feindt,1
Jane Tyler,purchases,8/23/2017 1:56:43 AM,Gail Feindt,1
Jane Tyler,purchases,8/23/2017 1:16:34 PM,Gail Feindt,1
Jane Tyler,purchases,8/23/2017 8:26:53 PM,Gail Feindt,1
Jane Tyler,purchases,8/24/2017 3:29:09 AM,Gail Feindt,1
Jane Tyler,purchases,8/24/2017 6:24:38 PM,Gail Feindt,1
Jane Tyler,purchases,8/25/2017 2:58:38 AM,Gail Feindt,1
Jane Tyler,purchases,8/25/2017 6:08:11 AM,Gail Feindt,1
Jane Tyler,purchases,8/25/2017 8:53:52 AM,Gail Feindt,1
Jane Tyler,purchases,8/25/2017 12:57:45 PM,Gail Feindt,1
Jane Tyler,purchases,8/25/2017 8:36:13 PM,Gail Feindt,1
Jane Tyler,purchases,8/26/2017 10:52:06 AM,Gail Feindt,1
Jane Tyler,purchases,8/26/2017 11:02:28 AM,Gail Feindt,1
Jane Tyler,purchases,8/26/2017 6:31:11 PM,Gail Feindt,1
Jane Tyler,purchases,8/27/2017 8:45:24 AM,Gail Feindt,1
Jane Tyler,purchases,8/27/2017 8:59:34 AM,Gail Feindt,1
Jane Tyler,purchases,8/27/2017 3:49:47 PM,Gail Feindt,1
Jane Tyler,purchases,8/27/2017 5:44:02 PM,Gail Feindt,1
Jane Tyler,purchases,8/27/2017 10:30:48 PM,Gail Feindt,1
Jane Tyler,purchases,8/28/2017 1:17:57 AM,Gail Feindt,1
Jane Tyler,purchases,8/28/2017 7:10:39 PM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 1:00:28 AM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 2:58:50 AM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 6:17:29 AM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 10:42:12 AM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 3:29:16 PM,Gail Feindt,1
Jane Tyler,purchases,8/29/2017 8:27:39 PM,Gail Feindt,1
Jane Tyler,purchases,8/30/2017 2:14:13 AM,Gail Feindt,1
Jane Tyler,purchases,8/30/2017 6:42:34 AM,Gail Feindt,1
Jane Tyler,purchases,8/30/2017 8:17:08 PM,Gail Feindt,1
Jane Tyler,purchases,8/31/2017 9:14:56 AM,Gail Feindt,1
Jane Tyler,purchases,8/31/2017 12:03:43 PM,Gail Feindt,1
Jane Tyler,purchases,8/31/2017 6:03:05 PM,Gail Feindt,1
Jane Tyler,purchases,8/31/2017 10:59:21 PM,Gail Feindt,1
Jane Tyler,purchases,09-01-2017 23:00,Gail Feindt,1
Jane Tyler,purchases,09-01-2017 23:17,Gail Feindt,1
Jane Tyler,purchases,09-02-2017 04:21,Gail Feindt,1
Jane Tyler,purchases,09-02-2017 09:51,Gail Feindt,1
Jane Tyler,purchases,09-02-2017 13:40,Gail Feindt,1
Jane Tyler,purchases,09-02-2017 18:47,Gail Feindt,1
Jane Tyler,purchases,09-02-2017 21:29,Gail Feindt,1
Jane Tyler,purchases,09-04-2017 02:46,Gail Feindt,1
Jane Tyler,purchases,09-04-2017 06:05,Gail Feindt,1
Jane Tyler,purchases,09-05-2017 00:15,Gail Feindt,1
Jane Tyler,purchases,09-05-2017 04:06,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 00:14,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 02:30,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 09:05,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 10:57,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 12:27,Gail Feindt,1
Jane Tyler,purchases,09-06-2017 22:25,Gail Feindt,1
Jane Tyler,purchases,09-08-2017 10:05,Gail Feindt,1
Jane Tyler,purchases,09-08-2017 11:42,Gail Feindt,1
Jane Tyler,purchases,09-08-2017 13:36,Gail Feindt,1
Jane Tyler,purchases,09-08-2017 16:40,Gail Feindt,1
Jane Tyler,purchases,09-09-2017 00:53,Gail Feindt,1
Jane Tyler,purchases,09-09-2017 08:07,Gail Feindt,1
Jane Tyler,purchases,09-09-2017 08:17,Gail Feindt,1
Jane Tyler,purchases,09-09-2017 20:22,Gail Feindt,1
Jane Tyler,purchases,09-09-2017 21:49,Gail Feindt,1
Jane Tyler,purchases,09-11-2017 06:00,Gail Feindt,1
Jane Tyler,purchases,09-11-2017 06:45,Gail Feindt,1
Jane Tyler,purchases,09-11-2017 07:39,Gail Feindt,1
Jane Tyler,purchases,09-11-2017 20:54,Gail Feindt,1
Jane Tyler,purchases,09-12-2017 02:09,Gail Feindt,1
Jane Tyler,purchases,09-12-2017 03:10,Gail Feindt,1
Jane Tyler,purchases,9/13/2017 1:41:33 AM,Gail Feindt,1
Jane Tyler,purchases,9/13/2017 4:01:09 AM,Gail Feindt,1
Jane Tyler,purchases,9/13/2017 6:19:23 PM,Gail Feindt,1
Jane Tyler,purchases,9/15/2017 9:29:55 AM,Gail Feindt,1
Jane Tyler,purchases,9/15/2017 9:55:39 PM,Gail Feindt,1
Jane Tyler,purchases,9/16/2017 8:38:30 AM,Gail Feindt,1
Jane Tyler,purchases,9/16/2017 10:13:26 AM,Gail Feindt,1
Jane Tyler,purchases,9/16/2017 4:35:00 PM,Gail Feindt,1
Jane Tyler,purchases,9/16/2017 7:09:40 PM,Gail Feindt,1
Jane Tyler,purchases,9/17/2017 1:15:48 AM,Gail Feindt,1
Jane Tyler,purchases,9/17/2017 11:36:33 AM,Gail Feindt,1
Jane Tyler,purchases,9/17/2017 6:07:53 PM,Gail Feindt,1
Jane Tyler,purchases,9/17/2017 8:10:14 PM,Gail Feindt,1
Jane Tyler,purchases,9/17/2017 10:09:29 PM,Gail Feindt,1
Jane Tyler,purchases,9/18/2017 6:41:08 AM,Gail Feindt,1
Jane Tyler,purchases,9/18/2017 11:43:00 AM,Gail Feindt,1
Jane Tyler,purchases,9/18/2017 4:35:40 PM,Gail Feindt,1
Jane Tyler,purchases,9/18/2017 7:47:21 PM,Gail Feindt,1
Jane Tyler,purchases,9/19/2017 1:23:35 PM,Gail Feindt,1
Jane Tyler,purchases,9/19/2017 10:07:17 PM,Gail Feindt,1
Jane Tyler,purchases,9/20/2017 3:34:17 PM,Gail Feindt,1
Jane Tyler,purchases,9/20/2017 10:33:13 PM,Gail Feindt,1
Jane Tyler,purchases,9/20/2017 11:08:52 PM,Gail Feindt,1
Jane Tyler,purchases,9/21/2017 1:08:43 PM,Gail Feindt,1
Jane Tyler,purchases,9/21/2017 1:52:11 PM,Gail Feindt,1
Jane Tyler,purchases,9/22/2017 7:49:39 PM,Gail Feindt,1
Jane Tyler,purchases,9/23/2017 2:22:50 PM,Gail Feindt,1
Jane Tyler,purchases,9/23/2017 2:37:22 PM,Gail Feindt,1
Jane Tyler,purchases,9/23/2017 11:44:14 PM,Gail Feindt,1
Jane Tyler,purchases,9/24/2017 1:03:43 AM,Gail Feindt,1
Jane Tyler,purchases,9/24/2017 4:07:08 AM,Gail Feindt,1
Jane Tyler,purchases,9/24/2017 11:02:43 AM,Gail Feindt,1
Jane Tyler,purchases,9/24/2017 2:42:27 PM,Gail Feindt,1
